Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,City_Country,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Person,Returned,Sales_Target,Latitude,Longitude,Geo
4858,CA-2015-137526,13.01.2018,17.01.2018,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.60,4,0.00,38.02,Anna Andreadi,No,472,34.052,-118.243,"[34.052,-118.243]"
4859,CA-2015-137526,13.01.2018,17.01.2018,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0.00,92.97,Anna Andreadi,No,472,34.052,-118.243,"[34.052,-118.243]"
6622,US-2017-167402,13.01.2020,18.01.2020,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,"Springfield, Missouri, United States",Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",212.94,3,0.00,53.24,Kelly Williams,No,,37.215,-93.298,"[37.215,-93.298]"
6619,US-2017-167402,13.01.2020,18.01.2020,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,"Springfield, Missouri, United States",Missouri,65807,Central,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.40,5,0.00,15.55,Kelly Williams,No,671,37.215,-93.298,"[37.215,-93.298]"
6620,US-2017-167402,13.01.2020,18.01.2020,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,"Springfield, Missouri, United States",Missouri,65807,Central,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6,0.00,54.58,Kelly Williams,No,671,37.215,-93.298,"[37.215,-93.298]"
6621,US-2017-167402,13.01.2020,18.01.2020,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,"Springfield, Missouri, United States",Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4 164.05,5,0.00,83.28,Kelly Williams,No,671,37.215,-93.298,"[37.215,-93.298]"
8693,CA-2016-136770,14.08.2019,18.08.2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,"Akron, Ohio, United States",Ohio,44312,East,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96,5,0.20,48.99,Chuck Magee,No,,41.081,-81.519,"[41.081,-81.519]"
8691,CA-2016-136770,14.08.2019,18.08.2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,"Akron, Ohio, United States",Ohio,44312,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.90,2,0.40,-56.31,Chuck Magee,No,,41.081,-81.519,"[41.081,-81.519]"
8692,CA-2016-136770,14.08.2019,18.08.2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,"Akron, Ohio, United States",Ohio,44312,East,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,247.19,2,0.40,-49.44,Chuck Magee,No,,41.081,-81.519,"[41.081,-81.519]"
5381,CA-2016-136021,14.08.2019,18.08.2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.55,6,0.20,35.62,Anna Andreadi,No,66,34.052,-118.243,"[34.052,-118.243]"
7049,CA-2016-119515,14.08.2019,16.08.2019,First Class,TR-21325,Toby Ritter,Consumer,United States,Nashville,"Nashville, Tennessee, United States",Tennessee,37211,South,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,15.55,3,0.20,5.44,Cassandra Brandow,No,397,36.165,-86.784,"[36.165,-86.784]"
5380,CA-2016-136021,14.08.2019,18.08.2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.54,3,0.00,7.61,Anna Andreadi,No,397,34.052,-118.243,"[34.052,-118.243]"
4491,CA-2017-105921,14.08.2020,21.08.2020,Standard Class,JM-15250,Janet Martin,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90032,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.30,3,0.20,5.23,Anna Andreadi,No,501,34.052,-118.243,"[34.052,-118.243]"
2398,CA-2017-169264,14.08.2020,16.08.2020,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,"San Francisco, California, United States",California,94109,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.00,2.82,Anna Andreadi,No,2068,37.774,-122.419,"[37.774,-122.419]"
2399,CA-2017-169264,14.08.2020,16.08.2020,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,"San Francisco, California, United States",California,94109,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,6,0.00,4.34,Anna Andreadi,No,2068,37.774,-122.419,"[37.774,-122.419]"
9600,CA-2015-116841,14.04.2018,18.04.2018,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Springfield,"Springfield, Oregon, United States",Oregon,97477,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,35.21,1,0.20,2.64,Anna Andreadi,No,35,44.046,-123.022,"[44.046,-123.022]"
1980,CA-2016-112669,14.04.2019,14.04.2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,"Glendale, Arizona, United States",Arizona,85301,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.54,4,0.20,105.02,Anna Andreadi,No,,33.538,-112.185,"[33.538,-112.185]"
418,CA-2016-148796,14.04.2019,18.04.2019,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.80,5,0.20,38.38,Anna Andreadi,Yes,,34.052,-118.243,"[34.052,-118.243]"
1981,CA-2016-112669,14.04.2019,14.04.2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,"Glendale, Arizona, United States",Arizona,85301,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.98,4,0.20,4.30,Anna Andreadi,No,5,33.538,-112.185,"[33.538,-112.185]"
5890,CA-2016-166625,14.04.2019,17.04.2019,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,"Baltimore, Maryland, United States",Maryland,21215,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,0.00,11.78,Chuck Magee,No,5,39.29,-76.612,"[39.29,-76.612]"
2723,CA-2016-164735,14.04.2019,19.04.2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,"Alexandria, Virginia, United States",Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.20,5,0.00,12.18,Cassandra Brandow,No,5,38.804,-77.046,"[38.804,-77.046]"
2663,CA-2017-159604,14.04.2020,15.04.2020,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,"Springfield, Missouri, United States",Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,0.00,4.20,Kelly Williams,No,,37.215,-93.298,"[37.215,-93.298]"
930,CA-2017-144932,14.04.2020,17.04.2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,"Toledo, Ohio, United States",Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.59,3,0.20,2.55,Chuck Magee,No,,41.663,-83.555,"[41.663,-83.555]"
931,CA-2017-144932,14.04.2020,17.04.2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,"Toledo, Ohio, United States",Ohio,43615,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.86,3,0.20,21.34,Chuck Magee,No,,41.663,-83.555,"[41.663,-83.555]"
932,CA-2017-144932,14.04.2020,17.04.2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,"Toledo, Ohio, United States",Ohio,43615,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.87,3,0.20,05.03,Chuck Magee,No,,41.663,-83.555,"[41.663,-83.555]"
3100,CA-2017-131233,14.04.2020,19.04.2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,"New York City, New York, United States",New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,0.20,3.50,Chuck Magee,No,,40.714,-74.005,"[40.714,-74.005]"
3101,CA-2017-131233,14.04.2020,19.04.2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,"New York City, New York, United States",New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.35,3,0.20,09.09,Chuck Magee,No,,40.714,-74.005,"[40.714,-74.005]"
5361,US-2017-126060,14.04.2020,18.04.2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Fayetteville,"Fayetteville, North Carolina, United States",North Carolina,28314,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.27,8,0.20,-32.22,Cassandra Brandow,No,389,35.052,-78.878,"[35.052,-78.878]"
5646,CA-2017-127117,14.04.2020,19.04.2020,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,"Morristown, New Jersey, United States",New Jersey,7960,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,0.00,20.10,Chuck Magee,No,389,40.796,-74.481,"[40.796,-74.481]"
5704,US-2014-123519,14.12.2017,21.12.2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,"Marion, Ohio, United States",Ohio,43302,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,0.40,-52.34,Chuck Magee,No,278,40.588,-83.128,"[40.588,-83.128]"
1973,CA-2014-148950,14.12.2017,19.12.2017,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,"Chicago, Illinois, United States",Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.10,4,0.80,-8.68,Kelly Williams,Yes,11,41.85,-87.65,"[41.85,-87.65]"
9512,CA-2014-130575,14.12.2017,16.12.2017,First Class,CS-11845,Cari Sayre,Corporate,United States,Chicago,"Chicago, Illinois, United States",Illinois,60623,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.26,3,0.80,-13.90,Kelly Williams,No,9,41.85,-87.65,"[41.85,-87.65]"
1975,CA-2014-148950,14.12.2017,19.12.2017,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,"Chicago, Illinois, United States",Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.02,3,0.20,-2.19,Kelly Williams,Yes,6423,41.85,-87.65,"[41.85,-87.65]"
5705,US-2014-123519,14.12.2017,21.12.2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,"Marion, Ohio, United States",Ohio,43302,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,0.20,42.89,Chuck Magee,No,6423,40.588,-83.128,"[40.588,-83.128]"
5106,CA-2014-116568,14.12.2017,20.12.2017,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Deltona,"Deltona, Florida, United States",Florida,32725,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.30,4,0.20,13.97,Cassandra Brandow,No,278,28.9,-81.263,"[44832,-81.263]"
1974,CA-2014-148950,14.12.2017,19.12.2017,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,"Chicago, Illinois, United States",Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.90,2,0.20,0.47,Kelly Williams,Yes,11,41.85,-87.65,"[41.85,-87.65]"
5703,US-2014-123519,14.12.2017,21.12.2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,"Marion, Ohio, United States",Ohio,43302,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,2.62,1,0.20,0.30,Chuck Magee,No,11,40.588,-83.128,"[40.588,-83.128]"
6627,CA-2014-145541,14.12.2017,21.12.2017,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,New York City,"New York City, New York, United States",New York,10024,East,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6 999.96,4,0.00,2 239.99,Chuck Magee,No,6423,40.714,-74.005,"[40.714,-74.005]"
2234,CA-2015-123232,14.12.2018,16.12.2018,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,"Portland, Oregon, United States",Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.97,4,0.20,36.00,Anna Andreadi,No,363,45.523,-122.676,"[45.523,-122.676]"
9956,CA-2015-141593,14.12.2018,16.12.2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",273.57,2,0.20,10.26,Anna Andreadi,Yes,274,34.052,-118.243,"[34.052,-118.243]"
9953,CA-2015-141593,14.12.2018,16.12.2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.26,2,0.20,20.72,Anna Andreadi,Yes,144,34.052,-118.243,"[34.052,-118.243]"
9955,CA-2015-141593,14.12.2018,16.12.2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.25,3,0.20,11.56,Anna Andreadi,Yes,144,34.052,-118.243,"[34.052,-118.243]"
5137,CA-2015-146696,14.12.2018,19.12.2018,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,"San Diego, California, United States",California,92105,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.10,2,0.20,2.73,Anna Andreadi,No,8,32.715,-117.157,"[32.715,-117.157]"
1982,CA-2015-119592,14.12.2018,16.12.2018,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,"Columbus, Georgia, United States",Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0.00,1.80,Cassandra Brandow,No,144,32.46,-84.987,"[32.46,-84.987]"
5558,CA-2015-125066,14.12.2018,18.12.2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,"Jackson, Mississippi, United States",Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2,0.00,15.76,Cassandra Brandow,No,144,32.298,-90.184,"[32.298,-90.184]"
5557,CA-2015-125066,14.12.2018,18.12.2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,"Jackson, Mississippi, United States",Mississippi,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.00,1.97,Cassandra Brandow,No,274,32.298,-90.184,"[32.298,-90.184]"
9376,CA-2015-126347,14.12.2018,19.12.2018,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.00,2,0.00,10.50,Anna Andreadi,No,363,34.052,-118.243,"[34.052,-118.243]"
9954,CA-2015-141593,14.12.2018,16.12.2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,"Los Angeles, California, United States",California,90045,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,6.48,1,0.00,3.11,Anna Andreadi,Yes,144,34.052,-118.243,"[34.052,-118.243]"
6034,CA-2015-130253,14.12.2018,18.12.2018,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,"Los Angeles, California, United States",California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0.00,5.18,Anna Andreadi,No,14,34.052,-118.243,"[34.052,-118.243]"
6088,CA-2015-114048,14.12.2018,18.12.2018,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,"Costa Mesa, California, United States",California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0.00,12.86,Anna Andreadi,Yes,26,33.641,-117.918,"[33.641,-117.918]"
3469,CA-2016-146143,14.12.2019,19.12.2019,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,"Jackson, Mississippi, United States",Mississippi,39212,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0.00,58.69,Cassandra Brandow,No,,32.298,-90.184,"[32.298,-90.184]"
6395,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,0.00,198.46,Chuck Magee,No,,40.714,-74.005,"[40.714,-74.005]"
7941,CA-2016-146325,14.12.2019,17.12.2019,First Class,DS-13180,David Smith,Corporate,United States,San Diego,"San Diego, California, United States",California,92037,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2,0.20,-9.16,Anna Andreadi,No,1047,32.715,-117.157,"[32.715,-117.157]"
6397,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.20,7.80,Chuck Magee,No,9,40.714,-74.005,"[40.714,-74.005]"
6392,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.00,6.73,Chuck Magee,No,9,40.714,-74.005,"[40.714,-74.005]"
6393,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,0.00,2.82,Chuck Magee,No,9,40.714,-74.005,"[40.714,-74.005]"
6394,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.00,10.53,Chuck Magee,No,9,40.714,-74.005,"[40.714,-74.005]"
6396,CA-2016-129126,14.12.2019,19.12.2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,"New York City, New York, United States",New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.00,4.63,Chuck Magee,No,9,40.714,-74.005,"[40.714,-74.005]"
7942,CA-2016-146325,14.12.2019,17.12.2019,First Class,DS-13180,David Smith,Corporate,United States,San Diego,"San Diego, California, United States",California,92037,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.80,10,0.00,35.05,Anna Andreadi,No,5,32.715,-117.157,"[32.715,-117.157]"
2947,CA-2017-169859,14.12.2020,18.12.2020,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,"San Diego, California, United States",California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0.00,11.03,Anna Andreadi,Yes,,32.715,-117.157,"[32.715,-117.157]"
2949,CA-2017-169859,14.12.2020,18.12.2020,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,"San Diego, California, United States",California,92024,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.70,5,0.00,20.54,Anna Andreadi,Yes,,32.715,-117.157,"[32.715,-117.157]"
5276,CA-2017-147333,14.12.2020,20.12.2020,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,"Fayetteville, Arkansas, United States",Arkansas,72701,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.80,4,0.00,70.31,Cassandra Brandow,No,,36.062,-94.157,"[36.062,-94.157]"
5277,CA-2017-147333,14.12.2020,20.12.2020,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,"Fayetteville, Arkansas, United States",Arkansas,72701,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.00,8.50,Cassandra Brandow,No,,36.062,-94.157,"[36.062,-94.157]"
7698,CA-2017-151799,14.12.2020,18.12.2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,"Lawrence, Massachusetts, United States",Massachusetts,1841,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1 199.98,2,0.00,467.99,Chuck Magee,No,,42.707,-71.163,"[42.707,-71.163]"
7699,CA-2017-151799,14.12.2020,18.12.2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,"Lawrence, Massachusetts, United States",Massachusetts,1841,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,73.85,1,0.00,2.22,Chuck Magee,No,,42.707,-71.163,"[42.707,-71.163]"
7700,CA-2017-151799,14.12.2020,18.12.2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,"Lawrence, Massachusetts, United States",Massachusetts,1841,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0.00,6.68,Chuck Magee,No,,42.707,-71.163,"[42.707,-71.163]"
7701,CA-2017-151799,14.12.2020,18.12.2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,"Lawrence, Massachusetts, United States",Massachusetts,1841,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",17.28,6,0.00,8.12,Chuck Magee,No,,42.707,-71.163,"[42.707,-71.163]"
6715,CA-2017-107629,14.12.2020,14.12.2020,Same Day,DB-13060,Dave Brooks,Consumer,United States,Skokie,"Skokie, Illinois, United States",Illinois,60076,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,39.26,3,0.20,-4.91,Kelly Williams,No,,42.033,-87.733,"[42.033,-87.733]"
3332,CA-2017-122595,14.12.2020,20.12.2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,"Chicago, Illinois, United States",Illinois,60653,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.98,3,0.20,28.50,Kelly Williams,No,,41.85,-87.65,"[41.85,-87.65]"
3333,CA-2017-122595,14.12.2020,20.12.2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,"Chicago, Illinois, United States",Illinois,60653,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,0.20,19.76,Kelly Williams,No,,41.85,-87.65,"[41.85,-87.65]"
2948,CA-2017-169859,14.12.2020,18.12.2020,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,"San Diego, California, United States",California,92024,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14,0.20,22.74,Anna Andreadi,Yes,,32.715,-117.157,"[32.715,-117.157]"
3334,CA-2017-122595,14.12.2020,20.12.2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,"Chicago, Illinois, United States",Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",02.03,1,0.60,-1.32,Kelly Williams,No,,41.85,-87.65,"[41.85,-87.65]"
7702,CA-2017-151799,14.12.2020,18.12.2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,"Lawrence, Massachusetts, United States",Massachusetts,1841,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.58,2,0.30,-52.66,Chuck Magee,No,,42.707,-71.163,"[42.707,-71.163]"
6713,CA-2017-107629,14.12.2020,14.12.2020,Same Day,DB-13060,Dave Brooks,Consumer,United States,Skokie,"Skokie, Illinois, United States",Illinois,60076,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.35,6,0.60,-292.99,Kelly Williams,No,189,42.033,-87.733,"[42.033,-87.733]"
6714,CA-2017-107629,14.12.2020,14.12.2020,Same Day,DB-13060,Dave Brooks,Consumer,United States,Skokie,"Skokie, Illinois, United States",Illinois,60076,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",56.33,3,0.60,-26.76,Kelly Williams,No,189,42.033,-87.733,"[42.033,-87.733]"
6439,US-2017-113992,14.12.2020,19.12.2020,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,"Plano, Texas, United States",Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.99,4,0.30,-97.50,Kelly Williams,No,189,33.019,-96.698,"[33.019,-96.698]"
6716,CA-2017-107629,14.12.2020,14.12.2020,Same Day,DB-13060,Dave Brooks,Consumer,United States,Skokie,"Skokie, Illinois, United States",Illinois,60076,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,95.23,6,0.20,25.00,Kelly Williams,No,95,42.033,-87.733,"[42.033,-87.733]"
6932,CA-2014-164182,14.07.2017,18.07.2017,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,"Philadelphia, Pennsylvania, United States",Pennsylvania,19140,East,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.49,1,0.40,-2.25,Chuck Magee,No,37,39.952,-75.163,"[39.952,-75.163]"
6933,CA-2014-164182,14.07.2017,18.07.2017,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,"Philadelphia, Pennsylvania, United States",Pennsylvania,19140,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,23.99,2,0.40,-13.99,Chuck Magee,No,37,39.952,-75.163,"[39.952,-75.163]"
2207,US-2014-103905,14.07.2017,20.07.2017,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,"Aurora, Illinois, United States",Illinois,60505,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.93,7,0.80,-46.39,Kelly Williams,No,65,41.76,-88.32,"[41.76,-88.32]"
