Address;CategoryID;Category;City;Customer Company;Shippers Company;Customer;Country;EmployeeID;Fax;OrderDate;OrderID;Phone;PostalCode;ProductID;Product;ShipperID;StateProvince;SupplierID;Discount;Freight;Quantity;QuantityPerUnit;UnitCost;UnitPrice;UnitPrice (Products);UnitsInStock;UnitsOnOrder;Sales;Profit;City and Counry
Vinb?ltet 34;7;Крупы;Копенгаген;Род и Вит;ТрансАвтоГруз;Preben Elkjaer;Дания;9;31 13 35 57;19.02.2005;10393;31 12 34 56;1734;14;Пшенная крупа;2;;6;0.25;70.25;42;21;20.36;21.83;23.25;35;0;#ЗНАЧ!;#ЗНАЧ!;Копенгаген, Дания
Obere Str. 57;1;Фрукты;Берлин;Копейка;ТрансАвтоГруз;Albert von Einstein;Германия;8;030-0076545;02.03.2005;10526;030-0074321;12209;1;Банан;2;;1;0.15;72.33;8;10;15.37;19.53;20;39;0;#ЗНАЧ!;#ЗНАЧ!;Берлин, Германия
Obere Str. 57;5;Мясо/Птица;Берлин;Копейка;ТрансАвтоГруз;Albert von Einstein;Германия;8;030-0076545;02.03.2005;10526;030-0074321;12209;56;Свинина;2;;26;0.15;72.33;30;15;34.17;41.69;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Берлин, Германия
Obere Str. 57;8;Приправы;Берлин;Копейка;ТрансАвтоГруз;Albert von Einstein;Германия;8;030-0076545;02.03.2005;10526;030-0074321;12209;13;Корица;2;;6;0;72.33;10;25;21.ноя;26.24;25;24;0;#ЗНАЧ!;#ЗНАЧ!;Берлин, Германия
?kergatan 24;2;Овощи;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;7;;09.03.2005;10533;0695-34 67 21;S-844 67;4;Огурец;2;;2;0.05;39.08;15;15;19.34;20.21;22;53;0;#ЗНАЧ!;#ЗНАЧ!;Брёке, Швеция
?kergatan 24;2;Овощи;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;7;;09.03.2005;10533;0695-34 67 21;S-844 67;72;Перец болгарский;2;;14;0;39.08;24;30;авг.96;11.мар;11.авг;14;0;1079904;233232;Брёке, Швеция
?kergatan 24;8;Приправы;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;7;;09.03.2005;10533;0695-34 67 21;S-844 67;73;Лавровый лист;2;;17;0.05;39.08;24;100;0.89;01.фев;01.янв;101;0;1078992;#ЗНАЧ!;Брёке, Швеция
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;13.03.2005;10539;0372-035188;1307;21;Пирожное Наполеон;2;;8;0;54.18;15;1;авг.78;окт.91;10;3;40;502680;72135;Кюневальд, Германия
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;13.03.2005;10539;0372-035188;1307;33;Десер Фруктовый;2;;15;0;54.18;15;25;20.фев;27.64;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;13.03.2005;10539;0372-035188;1307;49;Десерт творожный;2;;23;0;54.18;6;1;15.43;20.сен;20;10;60;271134;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;13.03.2005;10539;0372-035188;1307;13;Корица;2;;6;0;54.18;8;25;21.ноя;24.89;25;24;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
8 Johnstown Road;2;Овощи;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;16.03.2005;10388;2 967 542;125 80;53;Патиссон;2;;24;0;44.7;40;6;52.38;62.79;60.8;0;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;5;Мясо/Птица;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;16.03.2005;10388;2 967 542;125 80;52;Говядина;2;;24;0.2;44.7;20;14;70.81;82.65;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;6;Морепродукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;16.03.2005;10388;2 967 542;125 80;45;Крабовые палочки;2;;21;0.2;44.7;15;100;авг.44;08.июл;09.май;5;70;676725;432450;Корк, Ирландия
Taucherstra?e 10;1;Фрукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;17.03.2005;10285;0372-035188;1307;1;Банан;2;;1;0.2;71.59;45;10;15.37;19.72;20;39;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;2;Овощи;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;17.03.2005;10285;0372-035188;1307;53;Патиссон;2;;24;0.2;71.59;36;6;52.38;60.96;60.8;0;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;17.03.2005;10285;0372-035188;1307;40;Имбирь;2;;19;0.2;71.59;40;1;16.34;17.22;18.апр;123;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Geislweg 14;8;Приправы;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;4;6562-9723;29.03.2005;10525;6562-9722;5020;36;Тмин;1;;17;0;72.37;30;20;июн.45;июл.31;8;112;0;345150;-152520;Зальцбург, Австрия
Geislweg 14;8;Приправы;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;4;6562-9723;29.03.2005;10525;6562-9722;5020;40;Имбирь;1;;19;0.1;72.37;15;1;16.34;18.46;18.апр;123;0;#ЗНАЧ!;#ЗНАЧ!;Зальцбург, Австрия
89 Chiaroscuro Rd.;3;Кондитерские изделия;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;14.04.2005;10307;(503) 555-9573;97219;68;Сладкий батончик;3;OR;8;0;60.66;3;1;сен.67;дек.82;12.май;6;10;90858;16710;Портланд, США
89 Chiaroscuro Rd.;3;Кондитерские изделия;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;14.04.2005;10307;(503) 555-9573;97219;62;Шоколад Молочное Чудо;3;OR;29;0;60.66;10;30;25.39;27.27;29.мар;17;0;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
Rua do Pa?o, 67;1;Фрукты;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;16.04.2005;10541;(21) 555-0091;05454-876;24;Абрикос;2;;10;0.1;75.44;35;100;03.сен;апр.22;04.май;20;0;1562820;-18200;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;1;Фрукты;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;16.04.2005;10541;(21) 555-0091;05454-876;71;Персик;2;;15;0.1;75.44;9;10;26.49;27.71;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;2;Овощи;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;16.04.2005;10541;(21) 555-0091;05454-876;65;Чеснок;2;;2;0.1;75.44;36;40;авг.68;сен.25;10.май;76;0;1652436;750600;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;2;Овощи;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;16.04.2005;10541;(21) 555-0091;05454-876;38;Баклажан;2;;18;0.1;75.44;4;4;62.38;77.46;80.5;17;0;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Maubelstr. 90;1;Фрукты;Бранденбург;Дешево;ТрансАвтоГруз;Dieter Rummernige;Германия;3;;17.04.2005;10542;0555-09876;14776;11;Киви;2;;5;0.05;30.сен;15;25;21.янв;28.21;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Бранденбург, Германия
Maubelstr. 90;3;Кондитерские изделия;Бранденбург;Дешево;ТрансАвтоГруз;Dieter Rummernige;Германия;3;;17.04.2005;10542;0555-09876;14776;54;Десерт медовый;2;;25;0.05;30.сен;24;24;30.27;32.62;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Бранденбург, Германия
89 Chiaroscuro Rd.;2;Овощи;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;18.04.2005;10544;(503) 555-9573;97219;67;Помидор черри;3;OR;16;0;66.34;7;26;46.1;64.8;60;52;0;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
89 Chiaroscuro Rd.;7;Крупы;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;18.04.2005;10544;(503) 555-9573;97219;28;Рис;3;OR;12;0;66.34;7;1;36.81;43.45;45.6;26;0;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
12 Orchestra Terrace;1;Фрукты;Вала-Вала;Визит;АвтоЛогистика;Klaus Tarantino;США;1;(509) 555-6221;19.04.2005;10545;(509) 555-7969;99362;11;Киви;3;WA;5;0;36.41;10;25;21.янв;26.37;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Вала-Вала, США
184, chauss?e de Tournai;3;Кондитерские изделия;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;24.04.2005;10316;20.16.10.16;59000;62;Шоколад Молочное Чудо;1;;29;0;38.95;70;30;25.39;29.33;29.мар;17;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;8;Приправы;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;24.04.2005;10316;20.16.10.16;59000;41;Зира;1;;19;0;38.95;10;1;июл.28;авг.96;сен.65;85;0;352780;-116570;Лилль, Франция
Kirchgasse 6;3;Кондитерские изделия;Грац;Фруктовый базар;ТрансСервис;Lars Saalbach;Австрия;4;7675-3426;30.04.2005;10403;7675-3425;8010;16;Печенье сдобное;1;;7;0.15;26.43;21;24;июл.33;окт.15;сен.45;29;0;887838;630882;Грац, Австрия
Kirchgasse 6;6;Морепродукты;Грац;Фруктовый базар;ТрансСервис;Lars Saalbach;Австрия;4;7675-3426;30.04.2005;10403;7675-3425;8010;48;Креветки мини;1;;22;0.15;26.43;70;25;28.35;31.83;32.75;15;70;#ЗНАЧ!;#ЗНАЧ!;Грац, Австрия
184, chauss?e de Tournai;2;Овощи;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;01.05.2005;10558;20.16.10.16;59000;53;Патиссон;1;;24;0;77.38;18;6;52.38;56.33;60.8;0;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;5;Мясо/Птица;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;01.05.2005;10558;20.16.10.16;59000;52;Говядина;1;;24;0;77.38;30;14;70.81;85.14;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;6;Морепродукты;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;01.05.2005;10558;20.16.10.16;59000;47;Мидии мини;1;;22;0;77.38;25;14;22.дек;24.76;25.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;6;Морепродукты;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;01.05.2005;10558;20.16.10.16;59000;51;Мидии;1;;24;0;77.38;20;10;82.74;91.43;99.9;20;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;8;Приправы;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;01.05.2005;10558;20.16.10.16;59000;73;Лавровый лист;1;;17;0;77.38;3;100;0.89;0.99;01.янв;101;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
Berliner Platz 43;3;Кондитерские изделия;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;8;089-0877451;03.05.2005;10560;089-0877310;80805;62;Шоколад Молочное Чудо;2;;29;0.25;67.88;15;30;25.39;31.2;29.мар;17;0;#ЗНАЧ!;#ЗНАЧ!;Мюнхен, Германия
Berliner Platz 43;8;Приправы;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;8;089-0877451;03.05.2005;10560;089-0877310;80805;30;Прованские травы;2;;13;0;67.88;20;1;22.71;25.62;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Мюнхен, Германия
2732 Baker Blvd.;1;Фрукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;11.05.2005;10447;(503) 555-7555;97403;71;Персик;3;OR;15;0;45.69;2;10;26.49;28.54;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;2;Овощи;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;11.05.2005;10447;(503) 555-7555;97403;65;Чеснок;3;OR;2;0;45.69;35;40;авг.68;окт.48;10.май;76;0;623245;-253540;Юджин, США
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;11.05.2005;10447;(503) 555-7555;97403;19;Печенье сахарное;3;OR;8;0;45.69;40;1;07.апр;авг.53;09.фев;25;0;782880;-1018040;Юджин, США
2, rue du Commerce;3;Кондитерские изделия;Лион;Фуд Шоп;ТрансСервис;Pierre Robert;Франция;5;78.32.54.87;19.05.2005;10450;78.32.54.86;69004;54;Десерт медовый;1;;25;0.2;39.15;6;24;30.27;35.22;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Лион, Франция
2, rue du Commerce;8;Приправы;Лион;Фуд Шоп;ТрансСервис;Pierre Robert;Франция;5;78.32.54.87;19.05.2005;10450;78.32.54.86;69004;10;Кориандр;1;;4;0.2;39.15;20;20;06.фев;июл.64;7;31;0;471180;-428080;Лион, Франция
8 Johnstown Road;1;Фрукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;21.05.2005;10517;2 967 542;125 80;70;Ананас;2;;7;0;37.44;6;15;24.98;31.09;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;3;Кондитерские изделия;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;21.05.2005;10517;2 967 542;125 80;59;Чупа-Чупс;2;;28;0;37.44;4;105;июн.69;08.мар;08.май;79;0;179972;78552;Корк, Ирландия
8 Johnstown Road;5;Мясо/Птица;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;21.05.2005;10517;2 967 542;125 80;52;Говядина;2;;24;0;37.44;6;14;70.81;85.49;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
Carrera 22 con Ave. Carlos Soublette #8-35;1;Фрукты;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;3;(5) 555-1948;26.05.2005;10552;(5) 555-1340;5022;75;Хурма;2;;12;0;46.85;30;1;июн.61;июл.16;июл.75;125;0;1276560;603570;Сан Кристобаль, Венесуэла
Carrera 22 con Ave. Carlos Soublette #8-35;3;Кондитерские изделия;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;3;(5) 555-1948;26.05.2005;10552;(5) 555-1340;5022;69;Булка-улитка;2;;15;0;46.85;18;100;янв.65;янв.92;2;26;0;604872;177498;Сан Кристобаль, Венесуэла
187 Suffolk Ln.;3;Кондитерские изделия;Бойз;Половинка;ТрансАвтоГруз;Perry Farell;США;3;;27.05.2005;10398;(208) 555-8097;83720;55;Десерт низкокалорийный;2;ID;25;0.1;27.57;120;20;33.18;37.39;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Бойз, США
187 Suffolk Ln.;4;Молочные продукты;Бойз;Половинка;ТрансАвтоГруз;Perry Farell;США;3;;27.05.2005;10398;(208) 555-8097;83720;35;Творожный сырок;2;ID;16;0;27.57;30;14;май.17;май.45;6;20;0;496740;-788940;Бойз, США
184, chauss?e de Tournai;1;Фрукты;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;31.05.2005;10434;20.16.10.16;59000;11;Киви;1;;5;0;79.13;6;25;21.янв;26.13;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;2;Овощи;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;31.05.2005;10434;20.16.10.16;59000;76;Перец чили;1;;23;0.15;79.13;18;2;304.7;431.49;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;06.06.2005;10562;(503) 555-7555;97403;33;Десер Фруктовый;3;OR;15;0.1;45.52;20;25;20.фев;26.32;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;06.06.2005;10562;(503) 555-7555;97403;62;Шоколад Молочное Чудо;3;OR;29;0.1;45.52;10;30;25.39;29.дек;29.мар;17;0;452890;#ЗНАЧ!;Юджин, США
35 King George;5;Мясо/Птица;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.06.2005;10563;(171) 555-0297;WX1 6LT;52;Говядина;2;;24;0;30.63;70;14;70.81;81.27;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
35 King George;8;Приправы;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.06.2005;10563;(171) 555-0297;WX1 6LT;36;Тмин;2;;17;0;30.63;25;20;июн.45;08.авг;8;112;0;1128650;713925;Лондон, Англия
43 rue St. Laurent;1;Фрукты;Монреаль;Давенпорт;АвтоЛогистика;James Belucci;Канада;1;(514) 555-8055;08.06.2005;10565;(514) 555-8054;H1J 1C3;24;Абрикос;3;QC;10;0.1;77.13;25;100;03.сен;апр.43;04.май;20;0;394925;-734375;Монреаль, Канада
43 rue St. Laurent;5;Мясо/Птица;Монреаль;Давенпорт;АвтоЛогистика;James Belucci;Канада;1;(514) 555-8055;08.06.2005;10565;(514) 555-8054;H1J 1C3;64;Фарш говяжий;3;QC;12;0.1;77.13;18;1;29.25;35.24;33.25;22;80;#ЗНАЧ!;#ЗНАЧ!;Монреаль, Канада
24, place Kl?ber;1;Фрукты;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;09.06.2005;10566;88.60.15.31;67000;11;Киви;1;;5;0.15;51.88;35;25;21.янв;26.фев;28;22;30;1574405;1260;Страсбург, Франция
24, place Kl?ber;2;Овощи;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;09.06.2005;10566;88.60.15.31;67000;76;Перец чили;1;;23;0;51.88;10;2;304.7;398.63;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Страсбург, Франция
24, place Kl?ber;8;Приправы;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;09.06.2005;10566;88.60.15.31;67000;18;Карри;1;;7;0.15;51.88;18;18;22.сен;26.36;25.май;42;0;#ЗНАЧ!;#ЗНАЧ!;Страсбург, Франция
C/ Ritual de lo Habitual 2312;1;Фрукты;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;10.06.2005;10535;(5) 555-3932;5023;11;Киви;2;;5;0.1;47.43;50;25;21.янв;28.мар;28;22;30;2250650;3300;Мехико, Мексика
C/ Ritual de lo Habitual 2312;3;Кондитерские изделия;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;10.06.2005;10535;(5) 555-3932;5023;59;Чупа-Чупс;2;;28;0.1;47.43;15;105;июн.69;июл.66;08.май;79;0;364335;-15990;Мехико, Мексика
C/ Ritual de lo Habitual 2312;5;Мясо/Птица;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;10.06.2005;10535;(5) 555-3932;5023;57;Фарш свиной;2;;26;0.1;47.43;5;20;16.14;20.38;19.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
C/ Ritual de lo Habitual 2312;8;Приправы;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;10.06.2005;10535;(5) 555-3932;5023;40;Имбирь;2;;19;0.1;47.43;10;1;16.34;19.апр;18.апр;123;0;450350;#ЗНАЧ!;Мехико, Мексика
Rambla de Catalu?a, 23;8;Приправы;Барселона;Магазин распродаж;ТрансСервис;Jusep del pep;Испания;4;(93) 203 4561;10.06.2005;10568;(93) 203 4560;8022;10;Кориандр;1;;4;0;78.77;5;20;06.фев;июн.49;7;31;0;90250;-134565;Барселона, Испания
2, rue du Commerce;8;Приправы;Лион;Фуд Шоп;ТрансСервис;Pierre Robert;Франция;4;78.32.54.87;15.06.2005;10478;78.32.54.86;69004;10;Кориандр;1;;4;0.05;28.49;20;20;06.фев;06.июн;7;31;0;901660;2400;Лион, Франция
1 rue Alsace-Lorraine;2;Овощи;Тулуза;Магнит;ТрансСервис;Louise Davu;Франция;4;61.77.61.11;21.06.2005;10425;61.77.61.10;31000;76;Перец чили;1;;23;0.25;23.дек;20;2;304.7;361.43;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Тулуза, Франция
1 rue Alsace-Lorraine;3;Кондитерские изделия;Тулуза;Магнит;ТрансСервис;Louise Davu;Франция;4;61.77.61.11;21.06.2005;10425;61.77.61.10;31000;55;Десерт низкокалорийный;1;;25;0.25;23.дек;10;20;33.18;36.04;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Тулуза, Франция
Ave. 5 de Mayo Porlamar;1;Фрукты;Иль де Маргарит;Эль Пирата;ТрансАвтоГруз;Andr?s Barbanegra;Венесуэла;9;(8) 34-93-93;22.06.2005;10485;(8) 34-56-12;4980;2;Апельсин;2;;1;0.1;42.6;20;10;16.17;17.44;19;17;40;#ЗНАЧ!;#ЗНАЧ!;Иль де Маргарит, Венесуэла
Ave. 5 de Mayo Porlamar;1;Фрукты;Иль де Маргарит;Эль Пирата;ТрансАвтоГруз;Andr?s Barbanegra;Венесуэла;9;(8) 34-93-93;22.06.2005;10485;(8) 34-56-12;4980;70;Ананас;2;;7;0.1;42.6;60;15;24.98;26.авг;29;15;10;2709840;#ЗНАЧ!;Иль де Маргарит, Венесуэла
Ave. 5 de Mayo Porlamar;2;Овощи;Иль де Маргарит;Эль Пирата;ТрансАвтоГруз;Andr?s Barbanegra;Венесуэла;9;(8) 34-93-93;22.06.2005;10485;(8) 34-56-12;4980;3;Помидор;2;;1;0.1;42.6;20;20;15.45;21.68;20;13;70;#ЗНАЧ!;#ЗНАЧ!;Иль де Маргарит, Венесуэла
Ave. 5 de Mayo Porlamar;3;Кондитерские изделия;Иль де Маргарит;Эль Пирата;ТрансАвтоГруз;Andr?s Barbanegra;Венесуэла;9;(8) 34-93-93;22.06.2005;10485;(8) 34-56-12;4980;55;Десерт низкокалорийный;2;;25;0.1;42.6;30;20;33.18;35.21;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Иль де Маргарит, Венесуэла
Carrera 52 con Ave. Bol?var #65-98 Llano Largo;3;Кондитерские изделия;Баргусимето;Лос Ватос Локос;ТрансАвтоГруз;Tony Montana;Венесуэла;9;(9) 331-7256;25.06.2005;10461;(9) 331-6954;3508;21;Пирожное Наполеон;2;;8;0.25;29.апр;40;1;авг.78;сен.86;10;3;40;1266240;118120;Баргусимето, Венесуэла
Carrera 52 con Ave. Bol?var #65-98 Llano Largo;3;Кондитерские изделия;Баргусимето;Лос Ватос Локос;ТрансАвтоГруз;Tony Montana;Венесуэла;9;(9) 331-7256;25.06.2005;10461;(9) 331-6954;3508;55;Десерт низкокалорийный;2;;25;0.25;29.апр;60;20;33.18;35.24;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Баргусимето, Венесуэла
Carrera 52 con Ave. Bol?var #65-98 Llano Largo;8;Приправы;Баргусимето;Лос Ватос Локос;ТрансАвтоГруз;Tony Montana;Венесуэла;9;(9) 331-7256;25.06.2005;10461;(9) 331-6954;3508;30;Прованские травы;2;;13;0.25;29.апр;28;1;22.71;27.29;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Баргусимето, Венесуэла
Carrera 22 con Ave. Carlos Soublette #8-35;1;Фрукты;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;9;(5) 555-1948;03.07.2005;10486;(5) 555-1340;5022;11;Киви;2;;5;0;75.83;5;25;21.янв;28.38;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Сан Кристобаль, Венесуэла
Luisenstr. 48;2;Овощи;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;8;0251-035695;03.07.2005;10561;0251-031259;44087;44;Батат;2;;20;0;54.79;10;7;67.17;68.89;75.45;27;0;#ЗНАЧ!;#ЗНАЧ!;Мюнстер, Германия
Luisenstr. 48;6;Морепродукты;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;8;0251-035695;03.07.2005;10561;0251-031259;44087;51;Мидии;2;;24;0;54.79;50;10;82.74;100.85;99.9;20;0;#ЗНАЧ!;#ЗНАЧ!;Мюнстер, Германия
Carrera 22 con Ave. Carlos Soublette #8-35;6;Морепродукты;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;9;(5) 555-1948;03.07.2005;10486;(5) 555-1340;5022;51;Мидии;2;;24;0;75.83;25;10;82.74;96.85;99.9;20;0;#ЗНАЧ!;#ЗНАЧ!;Сан Кристобаль, Венесуэла
Carrera 22 con Ave. Carlos Soublette #8-35;7;Крупы;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;9;(5) 555-1948;03.07.2005;10486;(5) 555-1340;5022;74;Овсянная крупа;2;;4;0;75.83;16;30;24.39;27.49;30;4;20;#ЗНАЧ!;#ЗНАЧ!;Сан Кристобаль, Венесуэла
Geislweg 14;2;Овощи;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;4;6562-9723;05.07.2005;10530;6562-9722;5020;76;Перец чили;1;;23;0;41.07;50;2;304.7;391.15;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Зальцбург, Австрия
Geislweg 14;3;Кондитерские изделия;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;4;6562-9723;05.07.2005;10530;6562-9722;5020;61;Шоколад Снежинка;1;;29;0;41.07;20;20;22.24;27.71;26.май;113;0;#ЗНАЧ!;#ЗНАЧ!;Зальцбург, Австрия
184, chauss?e de Tournai;3;Кондитерские изделия;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;05.07.2005;10408;20.16.10.16;59000;54;Десерт медовый;1;;25;0;71.84;6;24;30.27;34.09;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
